fighter1,fighter2,result1,result2,date
Chico-Camus,Dustin-Kimura,Loss,Win,2013-02-03
Edwin-Figueroa,Francisco-Rivera,Loss,Win,2013-02-03
Vitor-Belfort,Michael-Bisping,Win,Loss,2013-01-19
Daniel-Sarafian,CB-Dollaway,Loss,Win,2013-01-19
Gabriel-Gonzaga,Ben-Rothwell,Win,Loss,2013-01-19
Thiago-Tavares,Khabib-Nurmagomedov,Loss,Win,2013-01-19
Godofredo-Pepey,Milton-Vieira,Win,Loss,2013-01-19
Ronny-Markes,Andrew-Craig,Win,Loss,2013-01-19
Diego-Nunes,Nik-Lentz,Loss,Win,2013-01-19
Edson-Barboza,Lucas-Martins,Win,Loss,2013-01-19
Iuri-Alcantara,Pedro-Nobre,No Contest,No Contest,2013-01-19
Wagner-Prado,Ildemar-Alcantara,Loss,Win,2013-01-19
Francisco-Trinaldo,CJ-Keith,Win,Loss,2013-01-19
Georges-St-Pierre,Nick-Diaz,Win,Loss,2013-03-16
Carlos-Condit,Johny-Hendricks,Loss,Win,2013-03-16
Jake-Ellenberger,Nate-Marquardt,Win,Loss,2013-03-16
Nick-Ring,Chris-Camozzi,Loss,Win,2013-03-16
Mike-Ricci,Colin-Fletcher,Win,Loss,2013-03-16
Patrick-Cote,Bobby-Voelker,Win,Loss,2013-03-16
Antonio-Carvalho,Darren-Elkins,Loss,Win,2013-03-16
Dan-Miller,Jordan-Mein,Loss,Win,2013-03-16
John-Makdessi,Daron-Cruickshank,Win,Loss,2013-03-16
Rick-Story,Quinn-Mulhern,Win,Loss,2013-03-16
TJ-Dillashaw,Issei-Tamura,Win,Loss,2013-03-16
George-Roop,Reuben-Duran,Win,Loss,2013-03-16
Wanderlei-Silva,Brian-Stann,Win,Loss,2013-03-03
Stefan-Struve,Mark-Hunt,Loss,Win,2013-03-03
Takanori-Gomi,Diego-Sanchez,Loss,Win,2013-03-03
Yushin-Okami,Hector-Lombard,Win,Loss,2013-03-03
Mizuto-Hirota,Rani-Yahya,Loss,Win,2013-03-03
Dong Hyun-Kim,Siyar-Bahadurzada,Win,Loss,2013-03-03
Riki-Fukuda,Brad-Tavares,Loss,Win,2013-03-03
Takeya-Mizugaki,Bryan-Caraway,Win,Loss,2013-03-03
Cristiano-Marcello,Kazuki-Tokudome,Loss,Win,2013-03-03
Alex-Caceres,Kyung Ho-Kang,No Contest,No Contest,2013-03-03
Marcelo-Guimaraes,Hyun Gyu-Lim,Loss,Win,2013-03-03
Ronda-Rousey,Liz-Carmouche,Win,Loss,2013-02-23
Lyoto-Machida,Dan-Henderson,Win,Loss,2013-02-23
Urijah-Faber,Ivan-Menjivar,Win,Loss,2013-02-23
Court-McGee,Josh-Neer,Win,Loss,2013-02-23
Josh-Koscheck,Robbie-Lawler,Loss,Win,2013-02-23
Brendan-Schaub,Lavar-Johnson,Win,Loss,2013-02-23
Michael-Chiesa,Anton-Kuivanen,Win,Loss,2013-02-23
Dennis-Bermudez,Matt-Grice,Win,Loss,2013-02-23
Sam-Stout,Caros-Fodor,Win,Loss,2013-02-23
Kenny-Robertson,Brock-Jardine,Win,Loss,2013-02-23
Jon-Manley,Neil-Magny,Loss,Win,2013-02-23
Nah-Shon-Burrell,Yuri-Villefort,Win,Loss,2013-02-23
Renan-Barao,Michael-McDonald,Win,Loss,2013-02-16
Cub-Swanson,Dustin-Poirier,Win,Loss,2013-02-16
Jimi-Manuwa,Cyrille-Diabate,Win,Loss,2013-02-16
Gunnar-Nelson,Jorge-Santiago,Win,Loss,2013-02-16
James-Te Huna,Ryan-Jimmo,Win,Loss,2013-02-16
Che-Mills,Matthew-Riddle,No Contest,No Contest,2013-02-16
Terry-Etim,Renee-Forte,Loss,Win,2013-02-16
Paul-Sass,Danny-Castillo,Loss,Win,2013-02-16
Andy-Ogle,Josh-Grispi,Win,Loss,2013-02-16
Tom-Watson,Stanislav-Nedkov,Win,Loss,2013-02-16
Vaughan-Lee,Motonobu-Tezuka,Win,Loss,2013-02-16
Phil-Harris,Ulysses-Gomez,Win,Loss,2013-02-16
Jon-Jones,Chael-Sonnen,Win,Loss,2013-04-27
Michael-Bisping,Alan-Belcher,Win,Loss,2013-04-27
Roy-Nelson,Cheick-Kongo,Win,Loss,2013-04-27
Phil-Davis,Vinny-Magalhaes,Win,Loss,2013-04-27
Jim-Miller,Pat-Healy,No Contest,No Contest,2013-04-27
Rustam-Khabilov,Yancy-Medeiros,Win,Loss,2013-04-27
Gian-Villante,Ovince-Saint Preux,Loss,Win,2013-04-27
Sara-McMann,Sheila-Gaff,Win,Loss,2013-04-27
Bryan-Caraway,Johnny-Bedford,Win,Loss,2013-04-27
Leonard-Garcia,Cody-McKenzie,Loss,Win,2013-04-27
Steven-Siler,Kurt-Holobaugh,Win,Loss,2013-04-27
Benson-Henderson,Gilbert-Melendez,Win,Loss,2013-04-20
Frank-Mir,Daniel-Cormier,Loss,Win,2013-04-20
Nate-Diaz,Josh-Thomson,Loss,Win,2013-04-20
Matt-Brown,Jordan-Mein,Win,Loss,2013-04-20
Chad-Mendes,Darren-Elkins,Win,Loss,2013-04-20
Francis-Carmont,Lorenz-Larkin,Win,Loss,2013-04-20
Ramsey-Nijem,Myles-Jury,Loss,Win,2013-04-20
Joseph-Benavidez,Darren-Uyenoyama,Win,Loss,2013-04-20
Tim-Means,Jorge-Masvidal,Loss,Win,2013-04-20
TJ-Dillashaw,Hugo-Viana,Win,Loss,2013-04-20
Anthony-Njokuani,Roger-Bowling,Win,Loss,2013-04-20
Clifford-Starks,Yoel-Romero,Loss,Win,2013-04-20
Vitor-Belfort,Luke-Rockhold,Win,Loss,2013-05-18
Jacare-Souza,Chris-Camozzi,Win,Loss,2013-05-18
Rafael-Dos Anjos,Evan-Dunham,Win,Loss,2013-05-18
Rafael-Natal,Joao-Zeferino,Win,Loss,2013-05-18
Hacran-Dias,Nik-Lentz,Loss,Win,2013-05-18
Francisco-Trinaldo,Mike-Rio,Win,Loss,2013-05-18
Gleison-Tibau,John-Cholish,Win,Loss,2013-05-18
Paulo-Thiago,Michel-Prazeres,Win,Loss,2013-05-18
Iuri-Alcantara,Iliarde-Santos,Win,Loss,2013-05-18
Fabio-Maldonado,Roger-Hollett,Win,Loss,2013-05-18
John-Lineker,Azamat-Gashimov,Win,Loss,2013-05-18
Jussier-Formiga,Chris-Cariaso,Win,Loss,2013-05-18
Lucas-Martins,Jeremy-Larsen,Win,Loss,2013-05-18
Cain-Velasquez,Antonio-Silva,Win,Loss,2013-05-25
Junior-Dos Santos,Mark-Hunt,Win,Loss,2013-05-25
Glover-Teixeira,James-Te Huna,Win,Loss,2013-05-25
Gray-Maynard,TJ-Grant,Loss,Win,2013-05-25
Donald-Cerrone,KJ-Noons,Win,Loss,2013-05-25
Mike-Pyle,Rick-Story,Win,Loss,2013-05-25
Dennis-Bermudez,Max-Holloway,Win,Loss,2013-05-25
Colton-Smith,Robert-Whittaker,Loss,Win,2013-05-25
Khabib-Nurmagomedov,Abel-Trujillo,Win,Loss,2013-05-25
Stephen-Thompson,Nah-Shon-Burrell,Win,Loss,2013-05-25
Brian-Bowles,George-Roop,Loss,Win,2013-05-25
Jeremy-Stephens,Estevan-Payan,Win,Loss,2013-05-25
Urijah-Faber,Scott-Jorgensen,Win,Loss,2013-04-13
Uriah-Hall,Kelvin-Gastelum,Loss,Win,2013-04-13
Miesha-Tate,Cat-Zingano,Loss,Win,2013-04-13
Travis-Browne,Gabriel-Gonzaga,Win,Loss,2013-04-13
Robert-McDaniel,Gilbert-Smith,Win,Loss,2013-04-13
Josh-Samman,Kevin-Casey,Win,Loss,2013-04-13
Luke-Barnatt,Collin-Hart,Win,Loss,2013-04-13
Dylan-Andrews,Jimmy-Quinlan,Win,Loss,2013-04-13
Bristol-Marunde,Clint-Hester,Loss,Win,2013-04-13
Cole-Miller,Bart-Palaszewski,Win,Loss,2013-04-13
Sam-Sicilia,Maximo-Blanco,Loss,Win,2013-04-13
Justin-Lawrence,Daniel-Pineda,Loss,Win,2013-04-13
Rashad-Evans,Dan-Henderson,Win,Loss,2013-06-15
Roy-Nelson,Stipe-Miocic,Loss,Win,2013-06-15
Ryan-Jimmo,Igor-Pokrajac,Win,Loss,2013-06-15
Alexis-Davis,Rosi-Sexton,Win,Loss,2013-06-15
Pat-Barry,Shawn-Jordan,Loss,Win,2013-06-15
Jake-Shields,Tyron-Woodley,Win,Loss,2013-06-15
Sam-Stout,James-Krause,Loss,Win,2013-06-15
Sean-Pierson,Kenny-Robertson,Win,Loss,2013-06-15
Roland-Delorme,Edwin-Figueroa,Win,Loss,2013-06-15
Mitch-Clarke,John-Maguire,Win,Loss,2013-06-15
Yves-Jabouin,Dustin-Pague,Win,Loss,2013-06-15
Anderson-Silva,Chris-Weidman,Loss,Win,2013-07-06
Frankie-Edgar,Charles-Oliveira,Win,Loss,2013-07-06
Tim-Kennedy,Roger-Gracie,Win,Loss,2013-07-06
Mark-Munoz,Tim-Boetsch,Win,Loss,2013-07-06
Cub-Swanson,Dennis-Siver,Win,Loss,2013-07-06
Chris-Leben,Andrew-Craig,Loss,Win,2013-07-06
Norman-Parke,Kazuki-Tokudome,Win,Loss,2013-07-06
Gabriel-Gonzaga,Dave-Herman,Win,Loss,2013-07-06
Edson-Barboza,Rafaello-Oliveira,Win,Loss,2013-07-06
Seth-Baczynski,Brian-Melancon,Loss,Win,2013-07-06
Mike-Pierce,David-Mitchell,Win,Loss,2013-07-06
Antonio Rodrigo-Nogueira,Fabricio-Werdum,Loss,Win,2013-06-08
William-Macario,Leonardo-Santos,Loss,Win,2013-06-08
Thiago-Silva,Rafael-Cavalcante,Win,Loss,2013-06-08
Erick-Silva,Jason-High,Win,Loss,2013-06-08
Daniel-Sarafian,Eddie-Mendez,Win,Loss,2013-06-08
Rony-Jason,Mike-Wilkinson,Win,Loss,2013-06-08
Raphael-Assuncao,Vaughan-Lee,Win,Loss,2013-06-08
Godofredo-Pepey,Felipe-Arantes,Loss,Win,2013-06-08
Ildemar-Alcantara,Leandro-Silva,Win,Loss,2013-06-08
Rodrigo-Damm,Mizuto-Hirota,Win,Loss,2013-06-08
Caio-Magalhaes,Karlos-Vemola,Win,Loss,2013-06-08
Antonio Braga-Neto,Anthony-Smith,Win,Loss,2013-06-08
Jose-Aldo,Chan Sung-Jung,Win,Loss,2013-08-03
Lyoto-Machida,Phil-Davis,Loss,Win,2013-08-03
Cezar-Ferreira,Thiago-Santos,Win,Loss,2013-08-03
Thales-Leites,Tom-Watson,Win,Loss,2013-08-03
John-Lineker,Jose-Maria,Win,Loss,2013-08-03
Vinny-Magalhaes,Anthony-Perosh,Loss,Win,2013-08-03
Amanda-Nunes,Sheila-Gaff,Win,Loss,2013-08-03
Sergio-Moraes,Neil-Magny,Win,Loss,2013-08-03
Ian-McCall,Iliarde-Santos,Win,Loss,2013-08-03
Rani-Yahya,Josh-Clopton,Win,Loss,2013-08-03
Ednaldo-Oliveira,Francimar-Barroso,Loss,Win,2013-08-03
Viscardi-Andrade,Bristol-Marunde,Win,Loss,2013-08-03
Demetrious-Johnson,John-Moraga,Win,Loss,2013-07-27
Rory-MacDonald,Jake-Ellenberger,Win,Loss,2013-07-27
Robbie-Lawler,Bobby-Voelker,Win,Loss,2013-07-27
Liz-Carmouche,Jessica-Andrade,Win,Loss,2013-07-27
Michael-Chiesa,Jorge-Masvidal,Loss,Win,2013-07-27
Danny-Castillo,Tim-Means,Win,Loss,2013-07-27
Mac-Danzig,Melvin-Guillard,Loss,Win,2013-07-27
Yves-Edwards,Daron-Cruickshank,Loss,Win,2013-07-27
Ed-Herman,Trevor-Smith,Win,Loss,2013-07-27
Julie-Kedzie,Germaine-de Randamie,Loss,Win,2013-07-27
Aaron-Riley,Justin-Salas,Loss,Win,2013-07-27
John-Albert,Yaotzin-Meza,Loss,Win,2013-07-27
Benson-Henderson,Anthony-Pettis,Loss,Win,2013-08-31
Frank-Mir,Josh-Barnett,Loss,Win,2013-08-31
Chad-Mendes,Clay-Guida,Win,Loss,2013-08-31
Ben-Rothwell,Brandon-Vera,Win,Loss,2013-08-31
Erik-Koch,Dustin-Poirier,Loss,Win,2013-08-31
Jamie-Varner,Gleison-Tibau,Loss,Win,2013-08-31
Louis-Gaudinot,Tim-Elliott,Loss,Win,2013-08-31
Pascal-Krauss,Hyun Gyu-Lim,Loss,Win,2013-08-31
Chico-Camus,Kyung Ho-Kang,Win,Loss,2013-08-31
Soa-Palelei,Nikita-Krylov,Win,Loss,2013-08-31
Ryan-Couture,Al-Iaquinta,Loss,Win,2013-08-31
Jared-Hamman,Magnus-Cedenblad,Loss,Win,2013-08-31
Gegard-Mousasi,Ilir-Latifi,Win,Loss,2013-04-06
Ryan-Couture,Ross-Pearson,Loss,Win,2013-04-06
Matt-Mitrione,Philip-De Fries,Win,Loss,2013-04-06
Brad-Pickett,Mike-Easton,Win,Loss,2013-04-06
Diego-Brandao,Pablo-Garza,Win,Loss,2013-04-06
Akira-Corassani,Robert-Peralta,Win,Loss,2013-04-06
Reza-Madadi,Michael-Johnson,Win,Loss,2013-04-06
Tor-Troeng,Adam-Cella,Win,Loss,2013-04-06
Chris-Spang,Adlan-Amagov,Loss,Win,2013-04-06
Marcus-Brimage,Conor-McGregor,Loss,Win,2013-04-06
Ben-Alloway,Ryan-LaFlare,Loss,Win,2013-04-06
Michael-Kuiper,Tom-Lawlor,Loss,Win,2013-04-06
Papy-Abedi,Besam-Yousef,Win,Loss,2013-04-06
Mauricio-Rua,Chael-Sonnen,Loss,Win,2013-08-17
Alistair-Overeem,Travis-Browne,Loss,Win,2013-08-17
Urijah-Faber,Iuri-Alcantara,Win,Loss,2013-08-17
Matt-Brown,Mike-Pyle,Win,Loss,2013-08-17
Uriah-Hall,John-Howard,Loss,Win,2013-08-17
Joe-Lauzon,Michael-Johnson,Loss,Win,2013-08-17
Brad-Pickett,Michael-McDonald,Loss,Win,2013-08-17
Conor-McGregor,Max-Holloway,Win,Loss,2013-08-17
Mike-Brown,Steven-Siler,Loss,Win,2013-08-17
Diego-Brandao,Daniel-Pineda,Win,Loss,2013-08-17
Manvel-Gamburyan,Cole-Miller,Win,Loss,2013-08-17
Cody-Donovan,Ovince-Saint Preux,Loss,Win,2013-08-17
Ramsey-Nijem,James-Vick,Loss,Win,2013-08-17
Jon-Jones,Alexander-Gustafsson,Win,Loss,2013-09-21
Renan-Barao,Eddie-Wineland,Win,Loss,2013-09-21
Brendan-Schaub,Matt-Mitrione,Win,Loss,2013-09-21
Constantinos-Philippou,Francis-Carmont,Loss,Win,2013-09-21
Pat-Healy,Khabib-Nurmagomedov,Loss,Win,2013-09-21
Mike-Ricci,Myles-Jury,Loss,Win,2013-09-21
Ivan-Menjivar,Wilson-Reis,Loss,Win,2013-09-21
Chris-Clements,Stephen-Thompson,Loss,Win,2013-09-21
Mitch-Gagnon,Dustin-Kimura,Win,Loss,2013-09-21
John-Makdessi,Renee-Forte,Win,Loss,2013-09-21
Michel-Prazeres,Jesse-Ronson,Win,Loss,2013-09-21
Roland-Delorme,Alex-Caceres,Loss,Win,2013-09-21
Nandor-Guelmino,Daniel-Omielanczuk,Loss,Win,2013-09-21
Georges-St-Pierre,Johny-Hendricks,Win,Loss,2013-11-16
Rashad-Evans,Chael-Sonnen,Win,Loss,2013-11-16
Rory-MacDonald,Robbie-Lawler,Loss,Win,2013-11-16
Josh-Koscheck,Tyron-Woodley,Loss,Win,2013-11-16
Tim-Elliott,Ali-Bagautinov,Loss,Win,2013-11-16
Donald-Cerrone,Evan-Dunham,Win,Loss,2013-11-16
Ed-Herman,Thales-Leites,Loss,Win,2013-11-16
Brian-Ebersole,Rick-Story,Loss,Win,2013-11-16
Erik-Perez,Edwin-Figueroa,Win,Loss,2013-11-16
Jason-High,Anthony-Lapsley,Win,Loss,2013-11-16
Will-Campuzano,Sergio-Pettis,Loss,Win,2013-11-16
Cody-Donovan,Gian-Villante,Loss,Win,2013-11-16
Glover-Teixeira,Ryan-Bader,Win,Loss,2013-09-04
Yushin-Okami,Jacare-Souza,Loss,Win,2013-09-04
Joseph-Benavidez,Jussier-Formiga,Win,Loss,2013-09-04
Francisco-Trinaldo,Piotr-Hallmann,Loss,Win,2013-09-04
Rafael-Natal,Tor-Troeng,Win,Loss,2013-09-04
Marcos-Vinicius,Ali-Bagautinov,Loss,Win,2013-09-04
Felipe-Arantes,Edimilson-Souza,Loss,Win,2013-09-04
Lucas-Martins,Ramiro-Hernandez,Win,Loss,2013-09-04
Joao-Zeferino,Elias-Silverio,Loss,Win,2013-09-04
Keith-Wisniewski,Ivan-Jorge,Loss,Win,2013-09-04
Yuri-Villefort,Sean-Spencer,Loss,Win,2013-09-04
Chris-Weidman,Anderson-Silva,Win,Loss,2013-12-29
Ronda-Rousey,Miesha-Tate,Win,Loss,2013-12-29
Josh-Barnett,Travis-Browne,Loss,Win,2013-12-29
Jim-Miller,Fabricio-Camoes,Win,Loss,2013-12-29
Dustin-Poirier,Diego-Brandao,Win,Loss,2013-12-29
Chris-Leben,Uriah-Hall,Loss,Win,2013-12-29
Gleison-Tibau,Michael-Johnson,Loss,Win,2013-12-29
Dennis-Siver,Manvel-Gamburyan,No Contest,No Contest,2013-12-29
John-Howard,Siyar-Bahadurzada,Win,Loss,2013-12-29
William-Macario,Bobby-Voelker,Win,Loss,2013-12-29
Robert-Peralta,Estevan-Payan,Win,Loss,2013-12-29
Lyoto-Machida,Mark-Munoz,Win,Loss,2013-10-26
Ross-Pearson,Melvin-Guillard,No Contest,No Contest,2013-10-26
Jimi-Manuwa,Ryan-Jimmo,Win,Loss,2013-10-26
Norman-Parke,Jon-Tuck,Win,Loss,2013-10-26
Alessio-Sakara,Nicholas-Musoke,Loss,Win,2013-10-26
Phil-Harris,John-Lineker,Loss,Win,2013-10-26
Al-Iaquinta,Piotr-Hallmann,Win,Loss,2013-10-26
Luke-Barnatt,Andrew-Craig,Win,Loss,2013-10-26
Rosi-Sexton,Jessica-Andrade,Loss,Win,2013-10-26
Andy-Ogle,Cole-Miller,Loss,Win,2013-10-26
Jimy-Hettes,Robert-Whiteford,Win,Loss,2013-10-26
Brad-Scott,Michael-Kuiper,Win,Loss,2013-10-26
Carlos-Condit,Martin-Kampmann,Win,Loss,2013-08-28
Donald-Cerrone,Rafael-Dos Anjos,Loss,Win,2013-08-28
Kelvin-Gastelum,Brian-Melancon,Win,Loss,2013-08-28
Court-McGee,Robert-Whittaker,Win,Loss,2013-08-28
Takeya-Mizugaki,Erik-Perez,Win,Loss,2013-08-28
Brad-Tavares,Robert-McDaniel,Win,Loss,2013-08-28
Dylan-Andrews,Papy-Abedi,Win,Loss,2013-08-28
Justin-Edwards,Brandon-Thatch,Loss,Win,2013-08-28
Darren-Elkins,Hatsu-Hioki,Win,Loss,2013-08-28
James-Head,Jason-High,Loss,Win,2013-08-28
Zak-Cummings,Ben-Alloway,Win,Loss,2013-08-28
Roger-Bowling,Abel-Trujillo,No Contest,No Contest,2013-08-28
Cain-Velasquez,Junior-Dos Santos,Win,Loss,2013-10-19
Daniel-Cormier,Roy-Nelson,Win,Loss,2013-10-19
Gilbert-Melendez,Diego-Sanchez,Win,Loss,2013-10-19
Gabriel-Gonzaga,Shawn-Jordan,Win,Loss,2013-10-19
John-Dodson,Darrell-Montague,Win,Loss,2013-10-19
Tim-Boetsch,CB-Dollaway,Win,Loss,2013-10-19
Nate-Marquardt,Hector-Lombard,Loss,Win,2013-10-19
Sarah-Kaufman,Jessica-Eye,No Contest,No Contest,2013-10-19
George-Sotiropoulos,KJ-Noons,Loss,Win,2013-10-19
TJ-Waldburger,Adlan-Amagov,Loss,Win,2013-10-19
Tony-Ferguson,Mike-Rio,Win,Loss,2013-10-19
Jeremy-Larsen,Andre-Fili,Loss,Win,2013-10-19
Dustin-Pague,Kyoji-Horiguchi,Loss,Win,2013-10-19
Demian-Maia,Jake-Shields,Loss,Win,2013-10-09
Erick-Silva,Dong Hyun-Kim,Loss,Win,2013-10-09
Thiago-Silva,Matt-Hamill,Win,Loss,2013-10-09
Fabio-Maldonado,Joey-Beltran,Win,Loss,2013-10-09
Rousimar-Palhares,Mike-Pierce,Win,Loss,2013-10-09
Raphael-Assuncao,TJ-Dillashaw,Win,Loss,2013-10-09
Ildemar-Alcantara,Igor-Araujo,Loss,Win,2013-10-09
Yan-Cabral,David-Mitchell,Win,Loss,2013-10-09
Iliarde-Santos,Chris-Cariaso,Loss,Win,2013-10-09
Alan-Patrick,Garett-Whiteley,Win,Loss,2013-10-09
Ronda-Rousey,Sara-McMann,Win,Loss,2014-02-23
Daniel-Cormier,Patrick-Cummins,Win,Loss,2014-02-23
Rory-MacDonald,Demian-Maia,Win,Loss,2014-02-23
Mike-Pyle,TJ-Waldburger,Win,Loss,2014-02-23
Robert-Whittaker,Stephen-Thompson,Loss,Win,2014-02-23
Alexis-Davis,Jessica-Eye,Win,Loss,2014-02-23
Raphael-Assuncao,Pedro-Munhoz,Win,Loss,2014-02-23
Cody-Gibson,Aljamain-Sterling,Loss,Win,2014-02-23
Zach-Makovsky,Josh-Sampo,Win,Loss,2014-02-23
Rafaello-Oliveira,Erik-Koch,Loss,Win,2014-02-23
Ernest-Chavez,Yosdenis-Cedeno,Win,Loss,2014-02-23
Tim-Kennedy,Rafael-Natal,Win,Loss,2013-11-06
Liz-Carmouche,Alexis-Davis,Loss,Win,2013-11-06
Ronny-Markes,Yoel-Romero,Loss,Win,2013-11-06
Jorge-Masvidal,Rustam-Khabilov,Loss,Win,2013-11-06
Colton-Smith,Michael-Chiesa,Loss,Win,2013-11-06
Bobby-Green,James-Krause,Win,Loss,2013-11-06
George-Roop,Francisco-Rivera,Loss,Win,2013-11-06
Dennis-Bermudez,Steven-Siler,Win,Loss,2013-11-06
Amanda-Nunes,Germaine-de Randamie,Win,Loss,2013-11-06
Chris-Camozzi,Lorenz-Larkin,Loss,Win,2013-11-06
Yves-Edwards,Yancy-Medeiros,No Contest,No Contest,2013-11-06
Neil-Magny,Seth-Baczynski,Loss,Win,2013-11-06
Derek-Brunson,Brian-Houston,Win,Loss,2013-11-06
Alexander-Gustafsson,Jimi-Manuwa,Win,Loss,2014-03-08
Michael-Johnson,Melvin-Guillard,Win,Loss,2014-03-08
Brad-Pickett,Neil-Seery,Win,Loss,2014-03-08
Gunnar-Nelson,Omari-Akhmedov,Win,Loss,2014-03-08
Cyrille-Diabate,Ilir-Latifi,Loss,Win,2014-03-08
Luke-Barnatt,Mats-Nilsson,Win,Loss,2014-03-08
Brad-Scott,Claudio-Silva,Loss,Win,2014-03-08
Igor-Araujo,Danny-Mitchell,Win,Loss,2014-03-08
Phil-Harris,Louis-Gaudinot,No Contest,No Contest,2014-03-08
Gray-Maynard,Nate-Diaz,Loss,Win,2013-12-01
Julianna-Pena,Jessica-Rakoczy,Win,Loss,2013-12-01
Chris-Holdsworth,Davey-Grant,Win,Loss,2013-12-01
Jessamyn-Duke,Peggy-Morgan,Win,Loss,2013-12-01
Roxanne-Modafferi,Raquel-Pennington,Loss,Win,2013-12-01
Akira-Corassani,Maximo-Blanco,Win,Loss,2013-12-01
Rani-Yahya,Tom-Niinimaki,Loss,Win,2013-12-01
Jared-Rosholt,Walt-Harris,Win,Loss,2013-12-01
Sean-Spencer,Drew-Dober,Win,Loss,2013-12-01
Josh-Sampo,Ryan-Benoit,Win,Loss,2013-12-01
Demetrious-Johnson,Joseph-Benavidez,Win,Loss,2013-12-14
Urijah-Faber,Michael-McDonald,Win,Loss,2013-12-14
Chad-Mendes,Nik-Lentz,Win,Loss,2013-12-14
Joe-Lauzon,Mac-Danzig,Win,Loss,2013-12-14
Court-McGee,Ryan-LaFlare,Loss,Win,2013-12-14
Danny-Castillo,Edson-Barboza,Loss,Win,2013-12-14
Bobby-Green,Pat-Healy,Win,Loss,2013-12-14
Scott-Jorgensen,Zach-Makovsky,Loss,Win,2013-12-14
Sam-Stout,Cody-McKenzie,Win,Loss,2013-12-14
Abel-Trujillo,Roger-Bowling,Win,Loss,2013-12-14
Darren-Uyenoyama,Alptekin-Ozkilic,Loss,Win,2013-12-14
Renan-Barao,Urijah-Faber,Win,Loss,2014-02-01
Jose-Aldo,Ricardo-Lamas,Win,Loss,2014-02-01
Frank-Mir,Alistair-Overeem,Loss,Win,2014-02-01
John-Lineker,Ali-Bagautinov,Loss,Win,2014-02-01
Jamie-Varner,Abel-Trujillo,Loss,Win,2014-02-01
John-Makdessi,Alan-Patrick,Loss,Win,2014-02-01
Chris-Cariaso,Danny-Martinez,Win,Loss,2014-02-01
Nick-Catone,Tom-Watson,Win,Loss,2014-02-01
Al-Iaquinta,Kevin-Lee,Win,Loss,2014-02-01
Clint-Hester,Andy-Enz,Win,Loss,2014-02-01
Anthony Rocco-Martin,Rashid-Magomedov,Loss,Win,2014-02-01
Neil-Magny,Gasan-Umalatov,Win,Loss,2014-02-01
Mark-Hunt,Antonio-Silva,Draw,Draw,2013-12-06
Mauricio-Rua,James-Te Huna,Win,Loss,2013-12-06
Ryan-Bader,Anthony-Perosh,Win,Loss,2013-12-06
Pat-Barry,Soa-Palelei,Loss,Win,2013-12-06
Dylan-Andrews,Clint-Hester,Loss,Win,2013-12-06
Julie-Kedzie,Bethe-Correia,Loss,Win,2013-12-06
Takeya-Mizugaki,Nam-Phan,Win,Loss,2013-12-06
Nick-Ring,Caio-Magalhaes,Loss,Win,2013-12-06
Richie-Vaculik,Justin-Scoggins,Loss,Win,2013-12-06
Bruno-Santos,Krzysztof-Jotko,Loss,Win,2013-12-06
Ben-Wall,Alex-Garcia,Loss,Win,2013-12-06
Vitor-Belfort,Dan-Henderson,Win,Loss,2013-11-09
Cezar-Ferreira,Daniel-Sarafian,Win,Loss,2013-11-09
Rafael-Cavalcante,Igor-Pokrajac,Win,Loss,2013-11-09
Paulo-Thiago,Brandon-Thatch,Loss,Win,2013-11-09
Santiago-Ponzinibbio,Ryan-LaFlare,Loss,Win,2013-11-09
Rony-Jason,Jeremy-Stephens,Loss,Win,2013-11-09
Godofredo-Pepey,Sam-Sicilia,Loss,Win,2013-11-09
Thiago-Perpetuo,Omari-Akhmedov,Loss,Win,2013-11-09
Thiago-Tavares,Justin-Salas,Win,Loss,2013-11-09
Adriano-Martins,Daron-Cruickshank,Win,Loss,2013-11-09
Jose-Maria,Dustin-Ortiz,Loss,Win,2013-11-09
Lyoto-Machida,Gegard-Mousasi,Win,Loss,2014-02-16
Jacare-Souza,Francis-Carmont,Win,Loss,2014-02-16
Erick-Silva,Takenori-Sato,Win,Loss,2014-02-16
Viscardi-Andrade,Nicholas-Musoke,Loss,Win,2014-02-16
Charles-Oliveira,Andy-Ogle,Win,Loss,2014-02-16
Cristiano-Marcello,Joe-Proctor,Loss,Win,2014-02-16
Rodrigo-Damm,Ivan-Jorge,Win,Loss,2014-02-16
Francisco-Trinaldo,Jesse-Ronson,Win,Loss,2014-02-16
Iuri-Alcantara,Wilson-Reis,Win,Loss,2014-02-16
Felipe-Arantes,Maximo-Blanco,Win,Loss,2014-02-16
Ildemar-Alcantara,Albert-Tumenov,Win,Loss,2014-02-16
Douglas-Silva de Andrade,Zubaira-Tukhugov,Loss,Win,2014-02-16
Tarec-Saffiedine,Hyun Gyu-Lim,Win,Loss,2014-01-04
Tatsuya-Kawajiri,Sean-Soriano,Win,Loss,2014-01-04
Kiichi-Kunimoto,Luiz-Dutra,Win,Loss,2014-01-04
Kyung Ho-Kang,Shunichi-Shimizu,Win,Loss,2014-01-04
Max-Holloway,Will-Chope,Win,Loss,2014-01-04
Katsunori-Kikuno,Quinn-Mulhern,Win,Loss,2014-01-04
Royston-Wee,Dave-Galera,Win,Loss,2014-01-04
Mairbek-Taisumov,Tae Hyun-Bang,Win,Loss,2014-01-04
